"Contract.authority","Contract.authority","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://github.com/openimis/openimis_fhir_r5_ig/StructureDefinition/openimis-insurance-organization]]}
","Insurance Instance","Reference to the Insurance Instance.","","The governance framework responsible for ensuring compliance with or enforcement of the contract or policy.","","","","","","","",,,,,"",,,,"Contract.authority",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Organization Role.  CONCEPT DOMAIN: OrganizationEntityType Description: Further classifies entities of EntityClass ORG."
"Contract.domain","Contract.domain","","scope of governance jurisdiction
","",0,0,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","A sphere of control governed by an authoritative jurisdiction, organization, or person","Recognized governance framework or system operating with a circumscribed scope in accordance with specified principles, policies, processes or procedures for managing rights, actions, or behaviors of parties or principals relative to resources.","","The entities bound by governance to comply with the enforcement of contracts or policies by a recognized authority.","","","","","","","",,,,,"",,,,"Contract.domain",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","TERR (territory of authority) Description: Relates a place entity (player) as the region over which the scoper (typically an Organization) has certain authority (jurisdiction). For example, the Calgary Regional Health Authority (scoper) has authority over the territory ""Region 4 of Alberta"" (player) in matters of health.Entity Class = Place? A physical place or site with its containing structure. May be natural or man-made. The geographic position of a place might or might not be constant.CONCEPT DOMAIN: TerritoryEntityType Description: A territorial entity that may be cited as the body over which an agency exercises jurisdiction, or which defines a sphere in which a party has a particular responsibility. CONCEPT DOMAIN: OrganizationEntityTypeDescription: Further classifies entities of EntityClass ORG."
"Contract.site","Contract.site","","","",0,0,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Specific Location","Sites in which the contract is complied with,  exercised, or in force.","","","","","","","","","",,,,,"",,,,"Contract.site",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.name","Contract.name","","","",0,0,"","","Y","string {[]} {[]}
","Computer friendly designation","A natural language name identifying this Contract definition, derivative, or instance in any legal state. Provides additional information about its content. This name should be usable as an identifier for the module by machine processing applications such as code generation.","The name is not expected to be globally unique. The name should be a simple alphanumeric type name to ensure that it is machine-processing friendly.","Support human navigation and code generation.","","","","","","","",,,,,"",,,,"Contract.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.title","Contract.title","","","",0,0,"","","Y","string {[]} {[]}
","Human Friendly name","A short, descriptive, user-friendly title for this Contract definition, derivative, or instance in any legal state.","","","","","","","","","",,,,,"",,,,"Contract.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.subtitle","Contract.subtitle","","","",0,0,"","","","string {[]} {[]}
","Subordinate Friendly name","A more detailed or qualifying explanatory or alternate user-friendly title for this Contract definition, derivative, or instance in any legal state.","","","","","","","","","",,,,,"",,,,"Contract.subtitle",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.alias","Contract.alias","","","",0,0,"","","","string {[]} {[]}
","Acronym or short name","Alternative representation of the title for this Contract definition, derivative, or instance in any legal state., e.g., a domain specific contract number related to legislation.","","","","","","","","","",,,,,"",,,,"Contract.alias",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.author","Contract.author","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://github.com/openimis/openimis_fhir_r5_ig/StructureDefinition/openimis-enrolment-officer-practitioner]]}
","Enrolment Officer","Reference to the Enrolment Officer. Mapped to `Policy.OfficerID`.","","","","","","","","","",,,,,"",,,,"Contract.author",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.scope","Contract.scope","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Scope","Indicates if the contract is for the Formal or Informal Sector.","","","","","","","","","",,"required","","https://github.com/openimis/openimis_fhir_r5_ig/ValueSet/contract-scope","",,,,"Contract.scope",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.topic[x]","Contract.topic[x]","","","",0,0,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}","Focus of contract interest","Narrows the range of legal concerns to focus on the achievement of specific contractual objectives.","Contractual areas of concern are very broad. This element supports narrowing the area of concern to more specific term topics within this Contract. Given the wide range of contract topics, implementers need to be cognizant of the business use case for which they are designing a FHIR Contract, and narrowly specify the topic being represented with respect to the Contract.type and any specializing Contract.subtype. The same topic, e.g., an asset such as a good or service, such as a real property, medical supply, insurance, information, a procedure or employment, or a manner of conduct, such adherence to a privacy, trust, or security policy, may be the topic of multiple types of contracts. One way to determine the Contract.topic is to answer the question: ""What is the overall objective of this legal instrument?"". The Contract.topic is described with more detail by the terms of the Contract.","May be used to focus the topic of a Contract definition, derivative, or instance in any legal state.","","","","","","","",,,,,"",,,,"Contract.topic[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.type","Contract.type","","","",0,0,"","","Y","CodeableConcept {[]} {[]}
","Legal instrument category","A high-level category for the legal instrument, whether constructed as a Contract definition, derivative, or instance in any legal state.  Provides additional information about its content within the context of the Contract's scope to distinguish the kinds of systems that would be interested in the contract.","","","","","","","","","",,"example","List of overall contract codes.","http://hl7.org/fhir/ValueSet/contract-type","",,,,"Contract.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.code","FiveWs.what[x]","Maps to multiple ActClass and ActCode Concept Domains and Code Systems such as the following:   In the ActClass Concept Domain: ActClassPolicy. In the ActCode Concept Domain:   ActContractType, which generalizes ActFinancialContractType, ActCoverageType, ActBillingArrangementType.  ActConsentType, which generalizes ActDataConsentType; ActFinancialParticipationConsentType; ActInformationAccessCode; AdvanceBeneficiaryNoticeType.  ActPolicyType, which generalizes: ActPrivacyPolicyType, ActSensitivityPrivacyPolicyType, ActSecurityPolicyType.  In the ActClass Code System:  CNTRCT (contract) Description: An agreement of obligation between two or more parties that is subject to contractual law and enforcement, lwhich generalizes FCNTRCT (financial contract) and COV (coverage).  POLICY (policy) - Description: A mandate, regulation, obligation, requirement, rule, or expectation unilaterally imposed by one party on: The activity of another party; the behavior of another party; or the manner in which an act is executed. LEAF CONCEPTS: JURISPOL (jurisdictional policy) Description:A mandate, regulation, obligation, requirement, rule, or expectation unilaterally imposed by a jurisdiction on: The activity of another party; the behavior of another party; or the manner in which an act is executed.Examples:A jurisdictional mandate regarding the prescribing and dispensing of a particular medication. A jurisdictional privacy or security regulation dictating the manner in which personal health information is disclosed. A jurisdictional requirement that certain services or health conditions are reported to a monitoring program, e.g., immunizations, methadone treatment, or cancer registries.ORGPOL (organizational policy)Examples:A clinical or research protocols imposed by a payer, a malpractice insurer, or an institution to which a provider must adhere. A mandate imposed by a denominational institution for a provider to provide or withhold certain information from the patient about treatment options.SCOPOL (scope of practice policy)Description:An ethical or clinical obligation, requirement, rule, or expectation imposed or strongly encouraged by organizations that oversee particular clinical domains or provider certification which define the boundaries within which a provider may practice and which may have legal basis or ramifications.Examples:An ethical obligation for a provider to fully inform a patient about all treatment options. An ethical obligation for a provider not to disclose personal health information that meets certain criteria, e.g., where disclosure might result in harm to the patient or another person. The set of health care services which a provider is credentialed or privileged to provide. STDPOL (standard of practice policy) Examples:A payer may require a prescribing provider to adhere to formulary guidelines. An institution may adopt clinical guidelines and protocols and implement these within its electronic health record and decision support systems.  CONS (consent)Description: The Consent class represents informed consents and all similar medico-legal transactions between the patient (or his legal guardian) and the provider. Examples are informed consent for surgical procedures, informed consent for clinical trials, advanced beneficiary notice, against medical advice decline from service, release of information agreement, etc.  The details of consents vary. Often an institution has a number of different consent forms for various purposes, including reminding the physician about the topics to mention. Such forms also include patient education material. In electronic medical record communication, consents thus are information-generating acts on their own and need to be managed similar to medical activities. Thus, Consent is modeled as a special class of Act. The ""signatures"" to the consent document are represented electronically through Participation instances to the consent object. Typically an informed consent has Participation.typeCode of ""performer"", the healthcare provider informing the patient, and ""consenter"", the patient or legal guardian. Some consent may associate a witness or a notary public (e.g., living wills, advanced directives). In consents where a healthcare provider is not required (e.g. living will), the performer may be the patient himself or a notary public."
"Contract.subType","Contract.subType","","","",0,0,"","","Y","CodeableConcept {[]} {[]}
","Subtype within the context of type","Sub-category for the Contract that distinguishes the kinds of systems that would be interested in the Contract within the context of the Contract's scope.","","","","","","","","","",,"example","Detailed codes within the above.","http://hl7.org/fhir/ValueSet/contract-subtype","",,,,"Contract.subType",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.what[x]","Examples of Contract or Policy subtypes in ActCodes:_ActCoverageTypeCode Definition: Set of codes indicating the type of insurance policy or program that pays for the cost of benefits provided to covered parties. Generalizes:  _ActInsurancePolicyCode;  _ActInsuranceTypeCode; ActProgramTypeCode.  _ActPolicyType  Description:Types of policies that further specify the ActClassPolicy value set. Generalizes: _ActPrivacyPolicy; _ActPrivacyLaw; _InformationSensitivityPolicy; ActTrustPolicyType;  SecurityPolicy.  _ActInvoiceAdjudicationPaymentGroupCode  Description: Codes representing adjustments to a Payment Advice such as retroactive, clawback, garnishee, etc., e.g. RECOV (recovery) Description: Retroactive adjustment such as fee rate adjustment due to contract negotiations."
"Contract.contentDefinition","Contract.contentDefinition","","","",0,0,"","","","BackboneElement {[]} {[]}
","Contract precursor content","Precusory content developed with a focus and intent of supporting the formation a Contract instance, which may be associated with and transformable into a Contract.","","","","","","","","","",,,,,"",,,,"Contract.contentDefinition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.contentDefinition.id","Contract.contentDefinition.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Contract.contentDefinition.extension","Contract.contentDefinition.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Contract.contentDefinition.modifierExtension","Contract.contentDefinition.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Contract.contentDefinition.type","Contract.contentDefinition.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Content structure and use","Precusory content structure and use, i.e., a boilerplate, template, application for a contract such as an insurance policy or benefits under a program, e.g., workers compensation.","","","","","","","","","",,"example","Detailed codes for the definition of contracts.","http://hl7.org/fhir/ValueSet/contract-definition-type","",,,,"Contract.contentDefinition.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.contentDefinition.subType","Contract.contentDefinition.subType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Detailed Content Type Definition","Detailed Precusory content type.","","","","","","","","","",,"example","Detailed codes for the additional definition of contracts.","http://hl7.org/fhir/ValueSet/contract-definition-subtype","",,,,"Contract.contentDefinition.subType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.contentDefinition.publisher","Contract.contentDefinition.publisher","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Publisher Entity","The  individual or organization that published the Contract precursor content.","","","","","","","","","",,,,,"",,,,"Contract.contentDefinition.publisher",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.contentDefinition.publicationDate","Contract.contentDefinition.publicationDate","","","",0,1,"","","","dateTime {[]} {[]}
","When published","The date (and optionally time) when the contract was last significantly changed. The date must change when the business version changes and it must change if the status code changes. In addition, it should change when the substantive content of the contract changes.","","","","","","","","","",,,,,"",,,,"Contract.contentDefinition.publicationDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.contentDefinition.publicationStatus","Contract.contentDefinition.publicationStatus","","","",1,1,"","","","code {[]} {[]}
","amended | appended | cancelled | disputed | entered-in-error | executable +","amended | appended | cancelled | disputed | entered-in-error | executable +.","","","","","","","","","",,"required","Status of the publication of contract content.","http://hl7.org/fhir/ValueSet/contract-publicationstatus|5.0.0","",,,,"Contract.contentDefinition.publicationStatus",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.contentDefinition.copyright","Contract.contentDefinition.copyright","","","",0,1,"","","","markdown {[]} {[]}
","Publication Ownership","A copyright statement relating to Contract precursor content. Copyright statements are generally legal restrictions on the use and publishing of the Contract precursor content.","","","","","","","","","",,,,,"",,,,"Contract.contentDefinition.copyright",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term","Contract.term","","","",1,*,"","","","BackboneElement {[]} {[]}
","Insuree Policies","List of policies the Beneficiary Insuree is enroling to.","","","","","","","","","",,,,,"",,,,"Contract.term",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.what[x]","RIM mechanism for grouping or nesting rules, which are likely Acts and Observations."
"Contract.term.id","Contract.term.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Contract.term.extension","Contract.term.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Contract.term.modifierExtension","Contract.term.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Contract.term.identifier","Contract.term.identifier","","","",0,0,"","","Y","Identifier {[]} {[]}
","Contract Term Number","Unique identifier for this particular Contract Provision.","","","","","","","","","",,,,,"",,,,"Contract.term.identifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.identifier","Act or Observation identifier."
"Contract.term.issued","Contract.term.issued","","","",0,0,"","","Y","dateTime {[]} {[]}
","Contract Term Issue Date Time","When this Contract Provision was issued.","","","","","","","","","",,,,,"",,,,"Contract.term.issued",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.recorded","FiveWs.recorded","Act availabilityTime"
"Contract.term.applies","Contract.term.applies","","","",0,0,"","","Y","Period {[]} {[]}
","Contract Term Effective Time","Relevant time or time-period when this Contract Provision is applicable.","","","","","","","","","",,,,,"",,,,"Contract.term.applies",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.occurrence[x]","FiveWs.done[x]","Act effectiveTime"
"Contract.term.topic[x]","Contract.term.topic[x]","","","",0,0,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}","Term Concern","The entity that the term applies to.","","","","","","","","","",,,,,"",,,,"Contract.term.topic[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.type","Contract.term.type","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Contract Term Type or Form","A legal clause or condition contained within a contract that requires one or both parties to perform a particular requirement by some specified time or prevents one or both parties from performing a particular requirement by some specified time.","","","","","","","","","",,"example","Detailed codes for the types of contract provisions.","http://hl7.org/fhir/ValueSet/contract-term-type","",,,,"Contract.term.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.code","FiveWs.what[x]","See Contract.term mapping."
"Contract.term.subType","Contract.term.subType","","","",0,0,"","","","CodeableConcept {[]} {[]}
","Contract Term Type specific classification","A specialized legal clause or condition based on overarching contract type.","","","","","","","","","",,"example","Detailed codes for the subtypes of contract provisions.","http://hl7.org/fhir/ValueSet/contract-term-subtype","",,,,"Contract.term.subType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.what[x]","See Contract.topic mapping."
"Contract.term.text","Contract.term.text","","","",0,0,"","","Y","string {[]} {[]}
","Term Statement","Statement of a provision in a policy or a contract.","","","","","","","","","",,,,,"",,,,"Contract.term.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.securityLabel","Contract.term.securityLabel","","","",0,0,"","","","BackboneElement {[]} {[]}
","Protection for the Term","Security labels that protect the handling of information about the term and its elements, which may be specifically identified.","Within a Contract, a security label may apply to the one to many nested group of terms or to a term, whether inside a group or a singleton.  The security label on the entire set of term provision elements may be different from the security labels on a contained offer, asset, valuedItem, or data such as sensitive information, and must be the high water mark of all security labels within the term. Rationale is that a labelled term, which may be disaggregated from the Contract, and must persist the label on the term and on contained elements within other contexts. If more than one policy dictates a level of confidentiality of the term, then each applicable policy may be represented by a security label specific to its requirements.

A Security Label is comprised of 1..1 confidentiality code and 0..* other security label codes (aka ""privacy tags"". A Security Label is metadata assigned (aka ""tagged"") to Resources and Resource elements, which specify the confidentiality and sensitivity of the Resource or element and their related attributes, the purposes for which tagged items may be collected, access, used or disclosed, any limitation on the type of entities authorized to engage in permitted purposes, and handling instructions that obligate or prohibit certain actions on the tagged items.","This security label protects the term and its contained provision elements.","","","","","","","",,,,,"",,,,"Contract.term.securityLabel",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.securityLabel.id","Contract.term.securityLabel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Contract.term.securityLabel.extension","Contract.term.securityLabel.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Contract.term.securityLabel.modifierExtension","Contract.term.securityLabel.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Contract.term.securityLabel.number","Contract.term.securityLabel.number","","","",0,*,"","","","unsignedInt {[]} {[]}
","Link to Security Labels","Number used to link this term or term element to the applicable Security Label.","","","","","","","","","",,,,,"",,,,"Contract.term.securityLabel.number",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.securityLabel.classification","Contract.term.securityLabel.classification","","","",1,1,"","","","Coding {[]} {[]}
","Confidentiality Protection","Security label privacy tag that specifies the level of confidentiality protection required for this term and/or term elements.","","","","","","","","","",,"example","Codes for confidentiality protection.","http://hl7.org/fhir/ValueSet/contract-security-classification","",,,,"Contract.term.securityLabel.classification",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.securityLabel.category","Contract.term.securityLabel.category","","","",0,*,"","","","Coding {[]} {[]}
","Applicable Policy","Security label privacy tag that specifies the applicable privacy and security policies governing this term and/or term elements.","","","","","","","","","",,"example","Codes for policy category.","http://hl7.org/fhir/ValueSet/contract-security-category","",,,,"Contract.term.securityLabel.category",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.securityLabel.control","Contract.term.securityLabel.control","","","",0,*,"","","","Coding {[]} {[]}
","Handling Instructions","Security label privacy tag that specifies the manner in which term and/or term elements are to be protected.","","","","","","","","","",,"example","Codes for handling instructions.","http://hl7.org/fhir/ValueSet/contract-security-control","",,,,"Contract.term.securityLabel.control",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Contract.term.offer","Contract.term.offer","","","",1,1,"","","","BackboneElement {[]} {[]}
","Context of the Contract term","The matter of concern in the context of this provision of the agrement.","","","","","","","","","",,,,,"",,,,"Contract.term.offer",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Document"
"Contract.term.offer.id","Contract.term.offer.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Contract.term.offer.extension","Contract.term.offer.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Contract.term.offer.modifierExtension","Contract.term.offer.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
